gene	keyTerm
Exosc6	isotype switching
Exosc6	positive regulation of isotype switching
Exosc6	nuclear mRNA surveillance
Exosc6	polyadenylation-dependent snoRNA 3'-end processing
Exosc6	nuclear exosome (RNase complex)
Exosc6	cytoplasmic exosome (RNase complex)
Exosc6	exosome (RNase complex)
Exosc6	nucleolus
Exosc6	exoribonuclease activity
Exosc6	poly(A) RNA binding
Xpo1	Acetylation
Xpo1	Complete proteome
Xpo1	Cytoplasm
Xpo1	mRNA transport
Xpo1	Nucleus
Xpo1	Phosphoprotein
Xpo1	Protein transport
Xpo1	Reference proteome
Xpo1	Repeat
Xpo1	RNA-binding
Xpo1	Transport
Xpo1	Ribosome biogenesis in eukaryotes
Xpo1	RNA transport
Xpo1	Influenza A
Xpo1	HTLV-I infection
Xpo1	ribosomal large subunit export from nucleus
Xpo1	ribosomal small subunit export from nucleus
Xpo1	negative regulation of transcription from RNA polymerase II promoter
Xpo1	protein export from nucleus
Xpo1	regulation of centrosome duplication
Xpo1	protein localization to nucleus
Xpo1	regulation of protein catabolic process
Xpo1	response to drug
Xpo1	regulation of protein export from nucleus
Xpo1	mRNA transport
Xpo1	kinetochore
Xpo1	nucleus
Xpo1	annulate lamellae
Xpo1	nucleolus
Xpo1	cytoplasm
Xpo1	Cajal body
Xpo1	membrane
Xpo1	intracellular ribonucleoprotein complex
Xpo1	nuclear membrane
Xpo1	intracellular membrane-bounded organelle
Xpo1	RNA binding
Xpo1	nuclear export signal receptor activity
Xpo1	nucleocytoplasmic transporter activity
Xpo1	protein binding
Xpo1	Ran GTPase binding
Xpo1	protein transporter activity
Xpo1	protein domain specific binding
Xpo5	Complete proteome
Xpo5	Proteomics identification
Xpo5	Reference proteome
Xpo5	RNA transport
Xpo5	RNA export from nucleus
Xpo5	protein export from nucleus
Xpo5	pre-miRNA export from nucleus
Xpo5	regulation of protein export from nucleus
Xpo5	positive regulation of RNA interference
Xpo5	nucleus
Xpo5	nucleoplasm
Xpo5	cytoplasm
Xpo5	RNA nuclear export complex
Xpo5	tRNA binding
Xpo5	RNA binding
Xpo5	mRNA binding
Xpo5	nuclear export signal receptor activity
Xpo5	Ran GTPase binding
Xpo5	protein transporter activity
Xpo5	poly(A) RNA binding
Xpo5	pre-miRNA binding
Xpo5	pre-miRNA transporter activity
Xpot	Complete proteome
Xpot	Proteomics identification
Xpot	Receptor
Xpot	Reference proteome
Xpot	RNA transport
Xpot	tRNA export from nucleus
Xpot	intracellular protein transport
Xpot	tRNA re-export from nucleus
Xpot	nuclear pore
Xpot	nucleoplasm
Xpot	cytoplasm
Xpot	nuclear matrix
Xpot	tRNA binding
Xpot	Ran GTPase binding
Xpot	nucleobase-containing compound transmembrane transporter activity
Fip1l1	Complete proteome
Fip1l1	mRNA processing
Fip1l1	Nucleus
Fip1l1	Phosphoprotein
Fip1l1	Proteomics identification
Fip1l1	Reference proteome
Fip1l1	RNA-binding
Fip1l1	mRNA surveillance pathway
Fip1l1	mRNA processing
Fip1l1	nucleus
Fip1l1	nucleoplasm
Fip1l1	mRNA cleavage and polyadenylation specificity factor complex
Fip1l1	RNA binding
Fip1l1	poly(A) RNA binding
FAM120A	Complete proteome
FAM120A	Proteomics identification
FAM120A	Reference proteome
FAM120A	nucleus
FAM120A	cytoplasm
FAM120A	membrane
FAM120A	poly(A) RNA binding
Fubp1	Acetylation
Fubp1	Complete proteome
Fubp1	DNA-binding
Fubp1	Methylation
Fubp1	Nucleus
Fubp1	Phosphoprotein
Fubp1	Proteomics identification
Fubp1	Reference proteome
Fubp1	Repeat
Fubp1	Transcription
Fubp1	Transcription regulation
Fubp1	Ubl conjugation
Fubp1	transcription
Fubp1	 DNA-templated
Fubp1	regulation of transcription
Fubp1	 DNA-templated
Fubp1	regulation of transcription from RNA polymerase II promoter
Fubp1	positive regulation of gene expression
Fubp1	cell growth
Fubp1	stem cell division
Fubp1	hematopoietic stem cell proliferation
Fubp1	nucleus
Fubp1	nucleoplasm
Fubp1	transcriptional activator activity
Fubp1	 RNA polymerase II distal enhancer sequence-specific binding
Fubp1	DNA binding
Fubp1	RNA binding
Fubp1	poly(A) RNA binding
Fubp3	Complete proteome
Fubp3	Proteomics identification
Fubp3	Reference proteome
Fubp3	transcription
Fubp3	 DNA-templated
Fubp3	transcription from RNA polymerase II promoter
Fubp3	positive regulation of gene expression
Fubp3	positive regulation of transcription
Fubp3	 DNA-templated
Fubp3	positive regulation of transcription from RNA polymerase II promoter
Fubp3	nucleus
Fubp3	cytoplasm
Fubp3	membrane
Fubp3	RNA polymerase II core promoter proximal region sequence-specific DNA binding
Fubp3	transcriptional activator activity
Fubp3	 RNA polymerase II core promoter proximal region sequence-specific binding
Fubp3	RNA binding
Fubp3	poly(A) RNA binding
Fbl	Complete proteome
Fbl	Direct protein sequencing
Fbl	Methylation
Fbl	Methyltransferase
Fbl	Nucleus
Fbl	Phosphoprotein
Fbl	Reference proteome
Fbl	Ribonucleoprotein
Fbl	RNA-binding
Fbl	rRNA processing
Fbl	S-adenosyl-L-methionine
Fbl	Transferase
Fbl	Ribosome biogenesis in eukaryotes
Fbl	box C/D snoRNA 3'-end processing
Fbl	osteoblast differentiation
Fbl	RNA processing
Fbl	tRNA processing
Fbl	snoRNA metabolic process
Fbl	rRNA methylation
Fbl	snoRNA localization
Fbl	histone glutamine methylation
Fbl	dense fibrillar component
Fbl	granular component
Fbl	nucleus
Fbl	nucleoplasm
Fbl	chromosome
Fbl	nucleolus
Fbl	Cajal body
Fbl	membrane
Fbl	box C/D snoRNP complex
Fbl	small-subunit processome
Fbl	extracellular exosome
Fbl	TFIID-class transcription factor binding
Fbl	RNA binding
Fbl	protein binding
Fbl	rRNA methyltransferase activity
Fbl	poly(A) RNA binding
Fbl	ATPase binding
Fbl	histone-glutamine methyltransferase activity
Fbll1	Complete proteome
Fbll1	Reference proteome
Fbll1	Ribosome biogenesis in eukaryotes
Fbll1	box C/D snoRNA 3'-end processing
Fbll1	tRNA processing
Fbll1	rRNA methylation
Fbll1	histone glutamine methylation
Fbll1	Cajal body
Fbll1	box C/D snoRNP complex
Fbll1	small-subunit processome
Fbll1	RNA binding
Fbll1	rRNA methyltransferase activity
Fbll1	histone-glutamine methyltransferase activity
Fmr1	Acetylation
Fmr1	Activator
Fmr1	Alternative splicing
Fmr1	Cell junction
Fmr1	Cell membrane
Fmr1	Cell projection
Fmr1	Centromere
Fmr1	Chromosome
Fmr1	Complete proteome
Fmr1	Cytoplasm
Fmr1	DNA damage
Fmr1	Membrane
Fmr1	Methylation
Fmr1	mRNA processing
Fmr1	mRNA splicing
Fmr1	mRNA transport
Fmr1	Neurogenesis
Fmr1	Nucleus
Fmr1	Phosphoprotein
Fmr1	Postsynaptic cell membrane
Fmr1	Proteomics identification
Fmr1	Reference proteome
Fmr1	Repeat
Fmr1	Repressor
Fmr1	Ribonucleoprotein
Fmr1	RNA-binding
Fmr1	RNA-mediated gene silencing
Fmr1	Synapse
Fmr1	Synaptosome
Fmr1	Translation regulation
Fmr1	Transport
Fmr1	Ubl conjugation
Fmr1	RNA transport
Fmr1	regulation of alternative mRNA splicing
Fmr1	 via spliceosome
Fmr1	positive regulation of receptor internalization
Fmr1	mRNA processing
Fmr1	regulation of translation
Fmr1	cellular response to DNA damage stimulus
Fmr1	glutamate receptor signaling pathway
Fmr1	central nervous system development
Fmr1	RNA splicing
Fmr1	negative regulation of gene expression
Fmr1	negative regulation of translation
Fmr1	gene silencing by RNA
Fmr1	positive regulation of histone phosphorylation
Fmr1	cellular response to UV
Fmr1	regulation of mRNA stability
Fmr1	modulation by host of viral RNA genome replication
Fmr1	positive regulation of translation
Fmr1	negative regulation of translational initiation
Fmr1	regulation of neurotransmitter secretion
Fmr1	mRNA transport
Fmr1	regulation of filopodium assembly
Fmr1	positive regulation of filopodium assembly
Fmr1	regulation of gene silencing by miRNA
Fmr1	dendritic spine development
Fmr1	regulation of dendritic spine development
Fmr1	positive regulation of dendritic spine development
Fmr1	cellular response to hydroxyurea
Fmr1	cellular response to virus
Fmr1	regulation of neuronal action potential
Fmr1	negative regulation of long term synaptic depression
Fmr1	positive regulation of intracellular transport of viral material
Fmr1	negative regulation of voltage-gated calcium channel activity
Fmr1	positive regulation of proteasomal protein catabolic process
Fmr1	positive regulation of mRNA binding
Fmr1	negative regulation of synaptic vesicle exocytosis
Fmr1	positive regulation of gene silencing by miRNA
Fmr1	negative regulation of cytoplasmic translation
Fmr1	positive regulation of response to DNA damage stimulus
Fmr1	chromosome
Fmr1	 centromeric region
Fmr1	nucleus
Fmr1	nucleoplasm
Fmr1	chromosome
Fmr1	nucleolus
Fmr1	cytoplasm
Fmr1	polysome
Fmr1	mRNA cap binding complex
Fmr1	microtubule
Fmr1	chromocenter
Fmr1	cytoplasmic stress granule
Fmr1	postsynaptic density
Fmr1	Cajal body
Fmr1	membrane
Fmr1	viral replication complex
Fmr1	extrinsic component of plasma membrane
Fmr1	cell junction
Fmr1	axon
Fmr1	dendrite
Fmr1	growth cone
Fmr1	intracellular ribonucleoprotein complex
Fmr1	filopodium tip
Fmr1	SMN complex
Fmr1	cytoplasmic ribonucleoprotein granule
Fmr1	presynaptic membrane
Fmr1	cell projection
Fmr1	neuron projection
Fmr1	dendritic spine
Fmr1	dendritic shaft
Fmr1	perikaryon
Fmr1	axon terminus
Fmr1	cell body
Fmr1	synapse
Fmr1	postsynaptic membrane
Fmr1	perinuclear region of cytoplasm
Fmr1	neuronal ribonucleoprotein granule
Fmr1	glial cell projection
Fmr1	presynapse
Fmr1	postsynapse
Fmr1	dendritic filopodium
Fmr1	growth cone filopodium
Fmr1	ribonucleoprotein complex
Fmr1	G-quadruplex RNA binding
Fmr1	chromatin binding
Fmr1	RNA binding
Fmr1	mRNA binding
Fmr1	mRNA 3'-UTR binding
Fmr1	protein binding
Fmr1	microtubule binding
Fmr1	poly(U) RNA binding
Fmr1	translation repressor activity
Fmr1	translation initiation factor binding
Fmr1	RNA strand annealing activity
Fmr1	poly(G) binding
Fmr1	methylated histone binding
Fmr1	siRNA binding
Fmr1	miRNA binding
Fmr1	RNA stem-loop binding
Fmr1	identical protein binding
Fmr1	protein homodimerization activity
Fmr1	ribosome binding
Fmr1	ion channel binding
Fmr1	poly(A) RNA binding
Fmr1	dynein binding
Fmr1	protein heterodimerization activity
Fmr1	mRNA 5'-UTR binding
Fmr1	sequence-specific mRNA binding
Fus	Complete proteome
Fus	Metal-binding
Fus	Proteomics identification
Fus	Reference proteome
Fus	Zinc
Fus	Zinc-finger
Fus	Transcriptional misregulation in cancer
Fus	cellular response to calcium ion
Fus	regulation of nucleic acid-templated transcription
Fus	nucleus
Fus	nucleoplasm
Fus	cytoplasm
Fus	polysome
Fus	dendrite
Fus	neuronal cell body
Fus	dendritic spine
Fus	perikaryon
Fus	dendritic spine head
Fus	perinuclear region of cytoplasm
Fus	nucleotide binding
Fus	transcription coactivator activity
Fus	zinc ion binding
Fus	estrogen receptor binding
Fus	myosin V binding
Fus	ionotropic glutamate receptor binding
Fus	identical protein binding
Fus	poly(A) RNA binding
Fus	retinoid X receptor binding
Fus	thyroid hormone receptor binding
Eprs	Complete proteome
Eprs	Proteomics identification
Eprs	Reference proteome
Eprs	Porphyrin and chlorophyll metabolism
Eprs	Aminoacyl-tRNA biosynthesis
Eprs	Metabolic pathways
Eprs	glutamyl-tRNA aminoacylation
Eprs	prolyl-tRNA aminoacylation
Eprs	negative regulation of translation
Eprs	cellular response to interferon-gamma
Eprs	cytoplasm
Eprs	membrane
Eprs	aminoacyl-tRNA synthetase multienzyme complex
Eprs	intracellular ribonucleoprotein complex
Eprs	GAIT complex
Eprs	RNA binding
Eprs	glutamate-tRNA ligase activity
Eprs	proline-tRNA ligase activity
Eprs	ATP binding
Eprs	RNA stem-loop binding
Eprs	GTPase binding
Gapdh	Acetylation
Gapdh	ADP-ribosylation
Gapdh	Apoptosis
Gapdh	Complete proteome
Gapdh	Cytoplasm
Gapdh	Cytoskeleton
Gapdh	Direct protein sequencing
Gapdh	Glycolysis
Gapdh	Methylation
Gapdh	NAD
Gapdh	Nucleus
Gapdh	Oxidoreductase
Gapdh	Phosphoprotein
Gapdh	Reference proteome
Gapdh	S-nitrosylation
Gapdh	Transferase
Gapdh	Translation regulation
Gapdh	Ubl conjugation
Gapdh	Glycolysis / Gluconeogenesis
Gapdh	Metabolic pathways
Gapdh	Biosynthesis of antibiotics
Gapdh	Carbon metabolism
Gapdh	Biosynthesis of amino acids
Gapdh	HIF-1 signaling pathway
Gapdh	Alzheimer's disease
Gapdh	microtubule cytoskeleton organization
Gapdh	carbohydrate metabolic process
Gapdh	gluconeogenesis
Gapdh	glycolytic process
Gapdh	regulation of translation
Gapdh	apoptotic process
Gapdh	multicellular organism development
Gapdh	negative regulation of translation
Gapdh	peptidyl-cysteine S-trans-nitrosylation
Gapdh	protein stabilization
Gapdh	neuron apoptotic process
Gapdh	oxidation-reduction process
Gapdh	response to ammonium ion
Gapdh	cellular response to interferon-gamma
Gapdh	nucleus
Gapdh	cytoplasm
Gapdh	mitochondrion
Gapdh	lipid particle
Gapdh	cytosol
Gapdh	plasma membrane
Gapdh	microtubule cytoskeleton
Gapdh	membrane
Gapdh	intracellular ribonucleoprotein complex
Gapdh	nuclear membrane
Gapdh	vesicle
Gapdh	myelin sheath
Gapdh	intracellular membrane-bounded organelle
Gapdh	extracellular exosome
Gapdh	GAIT complex
Gapdh	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
Gapdh	protein binding
Gapdh	microtubule binding
Gapdh	oxidoreductase activity
Gapdh	 acting on the aldehyde or oxo group of donors
Gapdh	 NAD or NADP as acceptor
Gapdh	enzyme binding
Gapdh	peptidyl-cysteine S-nitrosylase activity
Gapdh	identical protein binding
Gapdh	NADP binding
Gapdh	NAD binding
Hnrnpab	Complete proteome
Hnrnpab	Proteomics identification
Hnrnpab	Reference proteome
Hnrnpab	Ribonucleoprotein
Hnrnpab	Signal
Hnrnpab	Viral nucleoprotein
Hnrnpab	Virion
Hnrnpab	negative regulation of transcription from RNA polymerase II promoter
Hnrnpab	epithelial to mesenchymal transition
Hnrnpab	positive regulation of transcription
Hnrnpab	 DNA-templated
Hnrnpab	regulation of cellular localization
Hnrnpab	cellular response to amino acid stimulus
Hnrnpab	regulation of intracellular mRNA localization
Hnrnpab	nucleus
Hnrnpab	nucleoplasm
Hnrnpab	cytoplasm
Hnrnpab	viral nucleocapsid
Hnrnpab	dendrite
Hnrnpab	intracellular ribonucleoprotein complex
Hnrnpab	neuronal ribonucleoprotein granule
Hnrnpab	RNA polymerase II transcription factor complex
Hnrnpab	messenger ribonucleoprotein complex
Hnrnpab	nucleotide binding
Hnrnpab	transcription factor activity
Hnrnpab	 sequence-specific DNA binding
Hnrnpab	RNA binding
Hnrnpab	protein binding
Hnrnpab	transcription factor binding
Hnrnpab	protein complex binding
Hnrnpab	sequence-specific DNA binding
Hnrnpab	poly(A) RNA binding
Hnrnpab	sequence-specific double-stranded DNA binding
Hnrnpa0	Complete proteome
Hnrnpa0	Proteomics identification
Hnrnpa0	Reference proteome
Hnrnpa0	inflammatory response
Hnrnpa0	response to lipopolysaccharide
Hnrnpa0	3'-UTR-mediated mRNA stabilization
Hnrnpa0	nucleoplasm
Hnrnpa0	nucleotide binding
Hnrnpa0	AU-rich element binding
Hnrnpa0	protein kinase binding
Hnrnpa0	poly(A) RNA binding
Hnrnpa1	Acetylation
Hnrnpa1	Complete proteome
Hnrnpa1	Cytoplasm
Hnrnpa1	Direct protein sequencing
Hnrnpa1	Isopeptide bond
Hnrnpa1	Methylation
Hnrnpa1	mRNA processing
Hnrnpa1	mRNA splicing
Hnrnpa1	mRNA transport
Hnrnpa1	Nucleus
Hnrnpa1	Phosphoprotein
Hnrnpa1	Proteomics identification
Hnrnpa1	Reference proteome
Hnrnpa1	Repeat
Hnrnpa1	Ribonucleoprotein
Hnrnpa1	RNA-binding
Hnrnpa1	Spliceosome
Hnrnpa1	Transport
Hnrnpa1	Ubl conjugation
Hnrnpa1	Spliceosome
Hnrnpa1	alternative mRNA splicing
Hnrnpa1	 via spliceosome
Hnrnpa1	DNA strand renaturation
Hnrnpa1	mRNA processing
Hnrnpa1	RNA splicing
Hnrnpa1	male gonad development
Hnrnpa1	positive regulation of gene expression
Hnrnpa1	RNA metabolic process
Hnrnpa1	transformation of host cell by virus
Hnrnpa1	lung development
Hnrnpa1	negative regulation of telomere maintenance via telomerase
Hnrnpa1	positive regulation of telomere maintenance via telomerase
Hnrnpa1	cellular response to potassium ion
Hnrnpa1	positive regulation of action potential
Hnrnpa1	mRNA transport
Hnrnpa1	nuclear export
Hnrnpa1	nuclear import
Hnrnpa1	cellular response to epidermal growth factor stimulus
Hnrnpa1	cellular response to tunicamycin
Hnrnpa1	cellular response to thapsigargin
Hnrnpa1	nucleus
Hnrnpa1	nucleoplasm
Hnrnpa1	spliceosomal complex
Hnrnpa1	cytoplasm
Hnrnpa1	cytosol
Hnrnpa1	membrane
Hnrnpa1	intracellular ribonucleoprotein complex
Hnrnpa1	extracellular exosome
Hnrnpa1	catalytic step 2 spliceosome
Hnrnpa1	nucleoplasmic periphery of the nuclear pore complex
Hnrnpa1	nucleotide binding
Hnrnpa1	nucleic acid binding
Hnrnpa1	single-stranded DNA binding
Hnrnpa1	RNA binding
Hnrnpa1	single-stranded RNA binding
Hnrnpa1	mRNA binding
Hnrnpa1	mRNA 3'-UTR binding
Hnrnpa1	protein binding
Hnrnpa1	transcription factor binding
Hnrnpa1	RNA strand annealing activity
Hnrnpa1	annealing helicase activity
Hnrnpa1	poly(A) RNA binding
Hnrnpa1	telomeric repeat-containing RNA binding
Hnrnpa1	G-rich strand telomeric DNA binding
Hnrnpa1	sequence-specific mRNA binding
Hnrnpa2b1	Acetylation
Hnrnpa2b1	Alternative splicing
Hnrnpa2b1	Complete proteome
Hnrnpa2b1	Cytoplasm
Hnrnpa2b1	Direct protein sequencing
Hnrnpa2b1	Isopeptide bond
Hnrnpa2b1	Methylation
Hnrnpa2b1	mRNA processing
Hnrnpa2b1	mRNA splicing
Hnrnpa2b1	mRNA transport
Hnrnpa2b1	Nucleus
Hnrnpa2b1	Phosphoprotein
Hnrnpa2b1	Proteomics identification
Hnrnpa2b1	Reference proteome
Hnrnpa2b1	Repeat
Hnrnpa2b1	Ribonucleoprotein
Hnrnpa2b1	RNA-binding
Hnrnpa2b1	Secreted
Hnrnpa2b1	Spliceosome
Hnrnpa2b1	Transport
Hnrnpa2b1	Ubl conjugation
Hnrnpa2b1	negative regulation of transcription from RNA polymerase II promoter
Hnrnpa2b1	mRNA splicing
Hnrnpa2b1	 via spliceosome
Hnrnpa2b1	mRNA processing
Hnrnpa2b1	mRNA export from nucleus
Hnrnpa2b1	male gonad development
Hnrnpa2b1	telomere capping
Hnrnpa2b1	lung development
Hnrnpa2b1	primary miRNA processing
Hnrnpa2b1	negative regulation of mRNA splicing
Hnrnpa2b1	 via spliceosome
Hnrnpa2b1	oligodendrocyte differentiation
Hnrnpa2b1	RNA transport
Hnrnpa2b1	response to mineralocorticoid
Hnrnpa2b1	miRNA transport
Hnrnpa2b1	chromatin
Hnrnpa2b1	nucleus
Hnrnpa2b1	nucleoplasm
Hnrnpa2b1	spliceosomal complex
Hnrnpa2b1	cytoplasm
Hnrnpa2b1	membrane
Hnrnpa2b1	intracellular ribonucleoprotein complex
Hnrnpa2b1	neuron projection
Hnrnpa2b1	neuronal cell body
Hnrnpa2b1	perikaryon
Hnrnpa2b1	extracellular exosome
Hnrnpa2b1	catalytic step 2 spliceosome
Hnrnpa2b1	neuronal ribonucleoprotein granule
Hnrnpa2b1	nucleotide binding
Hnrnpa2b1	regulatory region RNA binding
Hnrnpa2b1	nucleic acid binding
Hnrnpa2b1	RNA binding
Hnrnpa2b1	mRNA 3'-UTR binding
Hnrnpa2b1	protein binding
Hnrnpa2b1	miRNA binding
Hnrnpa2b1	single-stranded telomeric DNA binding
Hnrnpa2b1	poly(A) RNA binding
Hnrnpa2b1	pre-mRNA intronic binding
Hnrnpa2b1	N6-methyladenosine-containing RNA binding
Hnrnpa2b1	mRNA CDS binding
Hnrnpa3	Acetylation
Hnrnpa3	Alternative splicing
Hnrnpa3	Complete proteome
Hnrnpa3	Direct protein sequencing
Hnrnpa3	Isopeptide bond
Hnrnpa3	Methylation
Hnrnpa3	mRNA processing
Hnrnpa3	mRNA splicing
Hnrnpa3	Nucleus
Hnrnpa3	Phosphoprotein
Hnrnpa3	Proteomics identification
Hnrnpa3	Reference proteome
Hnrnpa3	Repeat
Hnrnpa3	Ribonucleoprotein
Hnrnpa3	RNA-binding
Hnrnpa3	Spliceosome
Hnrnpa3	Ubl conjugation
Hnrnpa3	Spliceosome
Hnrnpa3	mRNA processing
Hnrnpa3	RNA splicing
Hnrnpa3	mRNA transport
Hnrnpa3	nucleus
Hnrnpa3	nucleoplasm
Hnrnpa3	spliceosomal complex
Hnrnpa3	cytoplasm
Hnrnpa3	ribonucleoprotein granule
Hnrnpa3	neuron projection
Hnrnpa3	catalytic step 2 spliceosome
Hnrnpa3	messenger ribonucleoprotein complex
Hnrnpa3	nucleotide binding
Hnrnpa3	nucleic acid binding
Hnrnpa3	mRNA binding
Hnrnpa3	poly(A) RNA binding
Hnrnpa3	RNA transmembrane transporter activity
Hnrnpc	Acetylation
Hnrnpc	Coiled coil
Hnrnpc	Complete proteome
Hnrnpc	Isopeptide bond
Hnrnpc	mRNA processing
Hnrnpc	mRNA splicing
Hnrnpc	Nucleus
Hnrnpc	Phosphoprotein
Hnrnpc	Proteomics identification
Hnrnpc	Reference proteome
Hnrnpc	Ribonucleoprotein
Hnrnpc	RNA-binding
Hnrnpc	Spliceosome
Hnrnpc	Ubl conjugation
Hnrnpc	Viral nucleoprotein
Hnrnpc	Virion
Hnrnpc	Spliceosome
Hnrnpc	mRNA splicing
Hnrnpc	 via spliceosome
Hnrnpc	osteoblast differentiation
Hnrnpc	negative regulation of telomere maintenance via telomerase
Hnrnpc	ATP-dependent chromatin remodeling
Hnrnpc	negative regulation of catalytic activity
Hnrnpc	3'-UTR-mediated mRNA stabilization
Hnrnpc	negative regulation of mRNA modification
Hnrnpc	nuclear chromatin
Hnrnpc	nucleus
Hnrnpc	nucleoplasm
Hnrnpc	spliceosomal complex
Hnrnpc	telomerase holoenzyme complex
Hnrnpc	cytosol
Hnrnpc	membrane
Hnrnpc	viral nucleocapsid
Hnrnpc	intracellular ribonucleoprotein complex
Hnrnpc	protein complex
Hnrnpc	pronucleus
Hnrnpc	extracellular exosome
Hnrnpc	catalytic step 2 spliceosome
Hnrnpc	nucleoplasmic periphery of the nuclear pore complex
Hnrnpc	nucleotide binding
Hnrnpc	RNA polymerase II core promoter proximal region sequence-specific DNA binding
Hnrnpc	RNA polymerase II distal enhancer sequence-specific DNA binding
Hnrnpc	nucleic acid binding
Hnrnpc	mRNA binding
Hnrnpc	mRNA 3'-UTR binding
Hnrnpc	enzyme inhibitor activity
Hnrnpc	poly(U) RNA binding
Hnrnpc	protein domain specific binding
Hnrnpc	nucleosomal DNA binding
Hnrnpc	identical protein binding
Hnrnpc	ribonucleoprotein complex binding
Hnrnpc	poly(A) RNA binding
Hnrnpc	telomerase RNA binding
Hnrnpc	N6-methyladenosine-containing RNA binding
Hnrnpc	deaminase binding
Hnrnpd	Acetylation
Hnrnpd	Alternative splicing
Hnrnpd	Biological rhythms
Hnrnpd	Complete proteome
Hnrnpd	Cytoplasm
Hnrnpd	Isopeptide bond
Hnrnpd	Methylation
Hnrnpd	Nucleus
Hnrnpd	Phosphoprotein
Hnrnpd	Reference proteome
Hnrnpd	Repeat
Hnrnpd	Ribonucleoprotein
Hnrnpd	RNA-binding
Hnrnpd	Ubl conjugation
Hnrnpd	nuclear-transcribed mRNA catabolic process
Hnrnpd	 exonucleolytic
Hnrnpd	liver development
Hnrnpd	nucleocytoplasmic transport
Hnrnpd	brain development
Hnrnpd	positive regulation of gene expression
Hnrnpd	negative regulation of gene expression
Hnrnpd	cerebellum development
Hnrnpd	response to estradiol
Hnrnpd	response to drug
Hnrnpd	regulation of circadian rhythm
Hnrnpd	regulation of mRNA stability
Hnrnpd	positive regulation of translation
Hnrnpd	mRNA stabilization
Hnrnpd	response to calcium ion
Hnrnpd	response to electrical stimulus
Hnrnpd	3'-UTR-mediated mRNA destabilization
Hnrnpd	cellular response to amino acid stimulus
Hnrnpd	cellular response to estradiol stimulus
Hnrnpd	cellular response to nitric oxide
Hnrnpd	circadian regulation of translation
Hnrnpd	response to rapamycin
Hnrnpd	response to sodium phosphate
Hnrnpd	cellular response to putrescine
Hnrnpd	hepatocyte dedifferentiation
Hnrnpd	nucleus
Hnrnpd	nucleoplasm
Hnrnpd	cytosol
Hnrnpd	intracellular ribonucleoprotein complex
Hnrnpd	extracellular exosome
Hnrnpd	nucleotide binding
Hnrnpd	AT DNA binding
Hnrnpd	chromatin binding
Hnrnpd	RNA binding
Hnrnpd	mRNA binding
Hnrnpd	protein binding
Hnrnpd	transcription factor binding
Hnrnpd	mRNA 3'-UTR AU-rich region binding
Hnrnpd	telomeric DNA binding
Hnrnpd	histone deacetylase binding
Hnrnpd	poly(A) RNA binding
Hnrnpdl	Acetylation
Hnrnpdl	Activator
Hnrnpdl	Complete proteome
Hnrnpdl	Cytoplasm
Hnrnpdl	DNA-binding
Hnrnpdl	Methylation
Hnrnpdl	Nucleus
Hnrnpdl	Phosphoprotein
Hnrnpdl	Proteomics identification
Hnrnpdl	Reference proteome
Hnrnpdl	Repeat
Hnrnpdl	Repressor
Hnrnpdl	RNA-binding
Hnrnpdl	Transcription
Hnrnpdl	Transcription regulation
Hnrnpdl	transcription
Hnrnpdl	 DNA-templated
Hnrnpdl	regulation of transcription
Hnrnpdl	 DNA-templated
Hnrnpdl	regulation of gene expression
Hnrnpdl	nucleus
Hnrnpdl	nucleoplasm
Hnrnpdl	cytoplasm
Hnrnpdl	extracellular exosome
Hnrnpdl	nucleotide binding
Hnrnpdl	nucleic acid binding
Hnrnpdl	DNA binding
Hnrnpdl	double-stranded DNA binding
Hnrnpdl	single-stranded DNA binding
Hnrnpdl	RNA binding
Hnrnpdl	poly(A) binding
Hnrnpdl	poly(G) binding
Hnrnpdl	poly(A) RNA binding
Hnrnpf	Acetylation
Hnrnpf	Complete proteome
Hnrnpf	Direct protein sequencing
Hnrnpf	Isopeptide bond
Hnrnpf	mRNA processing
Hnrnpf	mRNA splicing
Hnrnpf	Nucleus
Hnrnpf	Phosphoprotein
Hnrnpf	Reference proteome
Hnrnpf	Repeat
Hnrnpf	Ribonucleoprotein
Hnrnpf	RNA-binding
Hnrnpf	Spliceosome
Hnrnpf	Ubl conjugation
Hnrnpf	mRNA processing
Hnrnpf	RNA splicing
Hnrnpf	regulation of RNA splicing
Hnrnpf	nucleus
Hnrnpf	nucleoplasm
Hnrnpf	cytoplasm
Hnrnpf	membrane
Hnrnpf	catalytic step 2 spliceosome
Hnrnpf	nucleotide binding
Hnrnpf	single-stranded RNA binding
Hnrnpf	transcription factor binding
Hnrnpf	TBP-class protein binding
Hnrnpf	poly(A) RNA binding
Hnrnph1	Acetylation
Hnrnph1	Alternative splicing
Hnrnph1	Complete proteome
Hnrnph1	Direct protein sequencing
Hnrnph1	Methylation
Hnrnph1	mRNA processing
Hnrnph1	mRNA splicing
Hnrnph1	Nucleus
Hnrnph1	Phosphoprotein
Hnrnph1	Proteomics identification
Hnrnph1	Reference proteome
Hnrnph1	Repeat
Hnrnph1	Ribonucleoprotein
Hnrnph1	RNA-binding
Hnrnph1	Spliceosome
Hnrnph1	Viral nucleoprotein
Hnrnph1	Virion
Hnrnph1	RNA processing
Hnrnph1	mRNA processing
Hnrnph1	RNA splicing
